CNPJ_FUNDO;DT_REG;CLASSE;DT_INI_CLASSE;DT_FIM_CLASSE
43.915.616/0001-03;2021-11-09;Fundo Multimercado;2021-11-09;
43.917.039/0001-80;2021-10-26;Fundo de Ações;2021-10-26;
43.917.073/0001-55;2021-11-25;Fundo de Ações;2021-11-25;
43.917.102/0001-89;2021-11-25;Fundo de Ações;2021-11-25;
43.917.189/0001-94;2021-10-26;Fundo de Ações;2021-10-26;
43.917.239/0001-33;2021-10-28;Fundo Multimercado;2021-10-28;
43.917.262/0001-28;2021-10-29;Fundo Multimercado;2021-10-29;
43.917.338/0001-15;2021-11-30;Fundo de Ações;2021-11-30;
43.917.375/0001-23;2021-11-25;Fundo de Ações;2021-11-25;
43.917.402/0001-68;2021-10-26;Fundo de Ações;2021-10-26;
43.917.444/0001-07;2021-10-26;Fundo Multimercado;2021-10-26;
43.917.493/0001-31;2021-10-26;Fundo de Renda Fixa;2021-10-26;
43.917.521/0001-10;2021-10-28;Fundo de Ações;2021-10-28;
43.925.906/0001-20;2021-12-29;Fundo Multimercado;2021-12-29;
43.926.150/0001-33;2022-02-15;Fundo de Renda Fixa;2022-02-15;
43.926.530/0001-78;2022-05-30;FMP-FGTS;2022-05-30;2022-11-07
43.926.530/0001-78;2022-05-30;Fundo Multimercado;2022-11-07;
43.935.911/0001-13;2021-11-25;Fundo Multimercado;2021-11-25;
43.943.007/0001-50;2021-11-25;Fundo Multimercado;2021-11-25;
43.944.465/0001-03;2022-09-21;Fundo Multimercado;2022-09-21;
43.945.482/0001-65;2021-10-24;Fundo Multimercado;2021-10-24;
43.946.598/0001-19;2021-10-21;Fundo Multimercado;2021-10-21;
43.953.460/0001-47;2021-10-22;Fundo Multimercado;2021-10-22;
43.959.828/0001-84;2021-12-07;Fundo Multimercado;2021-12-07;
43.959.858/0001-90;2021-12-07;Fundo Multimercado;2021-12-07;
43.959.885/0001-63;2021-12-07;Fundo Multimercado;2021-12-07;
43.960.245/0001-73;2021-10-26;Fundo Multimercado;2021-10-26;
43.961.015/0001-29;2021-11-05;Fundo Multimercado;2021-11-05;
43.980.182/0001-17;2021-11-12;Fundo Multimercado;2021-11-12;
43.984.537/0001-46;2021-11-04;Fundo Multimercado;2021-11-03;
43.984.666/0001-34;2021-11-16;Fundo Multimercado;2021-11-16;
43.984.736/0001-54;2021-11-09;Fundo de Ações;2021-11-09;
43.984.800/0001-05;2021-11-25;Fundo de Ações;2021-11-25;
43.984.876/0001-22;2021-11-25;Fundo de Ações;2021-11-25;
43.984.912/0001-58;2021-11-12;Fundo Multimercado;2021-11-12;
43.984.964/0001-24;2021-12-06;Fundo Multimercado;2021-12-06;
43.985.037/0001-29;2021-11-30;Fundo Multimercado;2021-11-30;
43.985.080/0001-94;2021-11-16;Fundo Multimercado;2021-11-16;
43.985.109/0001-38;2021-11-12;Fundo Multimercado;2021-11-12;
43.985.154/0001-92;2021-11-22;Fundo de Ações;2021-11-22;
43.985.196/0001-23;2021-11-22;Fundo Multimercado;2021-11-22;
43.985.250/0001-30;2021-11-12;Fundo Multimercado;2021-11-12;
43.985.286/0001-14;2021-11-12;Fundo de Ações;2021-11-12;
43.985.398/0001-75;2021-11-12;Fundo Multimercado;2021-11-12;
43.985.426/0001-54;2021-11-09;Fundo Multimercado;2021-11-09;
43.985.450/0001-93;2021-11-11;Fundo Multimercado;2021-11-11;
43.985.477/0001-86;2021-11-03;Fundo Multimercado;2021-11-03;
43.985.508/0001-07;2021-10-28;Fundo Multimercado;2021-10-28;
44.002.597/0001-89;2021-12-06;Fundo Multimercado;2021-12-06;
44.002.725/0001-94;2021-11-09;Fundo Multimercado;2021-11-09;
44.025.043/0001-05;2021-11-05;Fundo Multimercado;2021-11-05;
44.025.131/0001-07;2021-11-09;Fundo Multimercado;2021-11-09;
44.025.282/0001-57;2021-11-11;Fundo Multimercado;2021-11-11;
44.025.397/0001-41;2021-11-11;Fundo Multimercado;2021-11-11;
44.025.612/0001-04;2021-11-11;Fundo Multimercado;2021-11-11;
44.026.158/0001-06;2021-11-11;Fundo Multimercado;2021-11-11;
44.026.806/0001-24;2021-11-04;Fundo Multimercado;2021-11-04;
44.026.884/0001-29;2021-11-05;Fundo Multimercado;2021-11-05;
44.026.951/0001-05;2021-11-25;Fundo Multimercado;2021-11-25;
44.026.984/0001-55;2021-11-25;Fundo de Ações;2021-11-25;
44.027.059/0001-49;2021-11-09;Fundo Multimercado;2021-11-09;
44.027.165/0001-22;2021-11-09;Fundo Multimercado;2021-11-09;
44.027.199/0001-17;2021-11-25;Fundo Multimercado;2021-11-25;
44.027.256/0001-68;2021-11-22;Fundo Multimercado;2021-11-22;
44.027.334/0001-24;2021-11-12;Fundo de Ações;2021-11-12;
44.027.374/0001-76;2021-11-09;Fundo Multimercado;2021-11-09;
44.027.398/0001-25;2021-11-25;Fundo Multimercado;2021-11-25;
44.027.426/0001-04;2021-11-11;Fundo Multimercado;2021-11-11;
44.028.037/0001-01;2021-11-11;Fundo Multimercado;2021-11-11;
44.028.063/0001-21;2021-11-22;Fundo de Ações;2021-11-22;
44.028.254/0001-93;2021-10-29;Fundo de Renda Fixa;2021-10-29;
44.034.342/0001-06;2022-06-21;Fundo Multimercado;2022-06-21;
44.062.712/0001-00;2021-11-16;Fundo Multimercado;2021-11-16;
44.062.725/0001-80;2021-11-19;Fundo Multimercado;2021-11-19;
44.062.788/0001-36;2022-06-29;Fundo Multimercado;2022-06-29;
44.062.801/0001-57;2022-06-22;Fundo Multimercado;2022-06-22;
44.062.813/0001-81;2021-11-23;Fundo de Renda Fixa;2021-11-23;
44.076.195/0001-29;2021-12-20;Fundo de Ações;2021-12-20;
44.076.212/0001-28;2021-11-11;Fundo Multimercado;2021-11-11;
44.076.221/0001-19;2021-12-13;Fundo Multimercado;2021-12-13;
44.076.234/0001-98;2021-11-30;Fundo Multimercado;2021-11-30;
44.098.178/0001-92;2021-11-23;Fundo de Renda Fixa;2021-11-23;
44.098.220/0001-75;2021-12-29;Fundo Multimercado;2021-12-29;
44.098.793/0001-07;2021-11-23;Fundo de Renda Fixa;2021-11-23;
44.100.504/0001-59;2022-02-01;Fundo Multimercado;2022-02-01;
44.100.574/0001-07;2021-11-26;Fundo Multimercado;2021-11-26;
44.100.638/0001-70;2021-12-06;Fundo Multimercado;2021-12-06;
44.100.909/0001-97;2021-11-30;Fundo Multimercado;2021-11-30;
44.101.546/0001-04;2021-11-29;Fundo Multimercado;2021-11-29;
44.101.711/0001-28;2022-01-07;Fundo de Ações;2022-01-07;
44.101.810/0001-00;2021-12-27;Fundo Multimercado;2021-12-27;
44.101.938/0001-73;2021-11-25;Fundo Multimercado;2021-11-25;
44.104.734/0001-96;2022-05-24;Fundo de Renda Fixa;2022-05-24;
44.104.852/0001-02;2022-06-21;Fundo de Renda Fixa;2022-06-21;
44.104.906/0001-21;2022-06-27;Fundo Multimercado;2022-06-27;
44.104.962/0001-66;2022-08-31;Fundo Multimercado;2022-08-31;
44.105.010/0001-67;2022-07-19;Fundo de Renda Fixa;2022-07-19;
44.107.275/0001-02;2021-12-08;Fundo Multimercado;2021-12-08;
44.107.326/0001-98;2021-12-09;Fundo Multimercado;2021-12-09;
44.108.019/0001-21;2022-04-01;Fundo Multimercado;2022-04-01;
44.108.376/0001-90;2021-11-25;Fundo Multimercado;2021-11-25;
44.109.286/0001-13;2021-11-08;Fundo Multimercado;2021-11-08;
44.109.959/0001-35;2021-12-08;Fundo Multimercado;2021-12-08;
44.109.989/0001-41;2021-12-02;Fundo Multimercado;2021-12-02;
44.110.011/0001-08;2021-12-02;Fundo Multimercado;2021-12-02;
44.110.040/0001-61;2021-11-26;Fundo Multimercado;2021-11-26;
44.124.340/0001-08;2021-11-10;Fundo Multimercado;2021-11-10;
44.124.805/0001-12;2022-01-12;Fundo Multimercado;2022-01-12;
44.124.849/0001-42;2022-03-14;Fundo Multimercado;2022-03-14;
44.125.100/0001-10;2021-11-26;Fundo Multimercado;2021-11-26;
44.125.155/0001-20;2021-11-26;Fundo Multimercado;2021-11-26;
44.156.865/0001-17;2022-01-06;Fundo Multimercado;2022-01-06;
44.156.954/0001-63;2022-01-21;Fundo Multimercado;2022-01-21;
44.156.981/0001-36;2022-01-17;Fundo Multimercado;2022-01-17;
44.157.016/0001-88;2021-12-06;Fundo Multimercado;2021-12-06;
44.157.044/0001-03;2022-03-24;Fundo Multimercado;2022-03-24;
44.157.133/0001-41;2022-02-21;Fundo de Ações;2022-02-21;
44.157.159/0001-90;2022-02-15;Fundo Multimercado;2022-02-15;
44.157.182/0001-84;2021-12-15;Fundo de Ações;2021-12-15;
44.161.761/0001-09;2021-12-06;Fundo de Ações;2021-12-06;
44.161.804/0001-48;2022-04-18;Fundo de Renda Fixa;2022-04-18;
44.161.844/0001-90;2021-12-20;Fundo de Ações;2021-12-20;
44.161.929/0001-78;2021-12-13;Fundo Multimercado;2021-12-13;
44.161.967/0001-20;2021-12-13;Fundo Multimercado;2021-12-13;
44.162.007/0001-85;2021-12-13;Fundo Multimercado;2021-12-13;
44.162.028/0001-09;2021-12-13;Fundo Multimercado;2021-12-13;
44.162.056/0001-18;2021-12-15;Fundo Multimercado;2021-12-15;
44.162.086/0001-24;2022-01-10;Fundo de Renda Fixa;2022-01-10;
44.162.109/0001-09;2022-06-21;Fundo de Renda Fixa;2022-06-21;
44.162.135/0001-29;2021-12-13;Fundo Multimercado;2021-12-13;
44.162.497/0001-10;2021-12-16;Fundo Multimercado;2021-12-16;
44.162.528/0001-32;2021-12-06;Fundo Multimercado;2021-12-06;
44.162.557/0001-02;2021-12-06;Fundo Multimercado;2021-12-06;
44.162.645/0001-04;2022-10-31;Fundo Multimercado;2022-10-31;
44.162.860/0001-05;2021-11-29;Fundo Multimercado;2021-11-29;
44.162.887/0001-90;2021-11-29;Fundo Multimercado;2021-11-29;
44.162.969/0001-34;2021-11-26;Fundo Multimercado;2021-11-26;
44.163.003/0001-11;2022-03-14;Fundo de Ações;2022-03-14;
44.163.028/0001-15;2021-12-08;Fundo Multimercado;2021-12-08;
44.185.561/0001-88;2021-11-18;Fundo Multimercado;2021-11-18;
44.195.177/0001-66;2021-11-23;Fundo Multimercado;2021-11-23;
44.195.356/0001-01;2021-11-18;Fundo Multimercado;2021-11-18;
44.195.941/0001-01;2021-11-23;Fundo Multimercado;2021-11-23;
44.196.253/0001-58;2022-05-10;Fundo Multimercado;2022-05-10;
44.196.324/0001-12;2022-05-10;Fundo Multimercado;2022-05-10;
44.196.409/0001-09;2022-05-11;Fundo Multimercado;2022-05-11;
44.196.465/0001-35;2022-05-11;Fundo Multimercado;2022-05-11;
44.196.504/0001-02;2022-05-10;Fundo Multimercado;2022-05-10;
44.196.786/0001-30;2022-05-10;Fundo Multimercado;2022-05-10;
44.196.819/0001-41;2022-05-11;Fundo Multimercado;2022-05-11;
44.196.847/0001-69;2022-05-11;Fundo Multimercado;2022-05-11;
44.196.885/0001-11;2022-05-10;Fundo Multimercado;2022-05-10;
44.196.930/0001-38;2022-05-10;Fundo Multimercado;2022-05-10;
44.196.960/0001-44;2022-05-11;Fundo Multimercado;2022-05-11;
44.196.993/0001-94;2022-05-11;Fundo Multimercado;2022-05-11;
44.197.104/0001-03;2022-05-11;Fundo Multimercado;2022-05-11;
44.197.453/0001-25;2022-04-29;Fundo Multimercado;2022-04-29;
44.197.544/0001-60;2021-12-08;Fundo Multimercado;2021-12-08;
44.209.469/0001-00;2022-01-27;Fundo Multimercado;2022-01-27;
44.209.539/0001-20;2021-11-22;Fundo de Ações;2021-11-22;
44.209.552/0001-80;2021-11-22;Fundo Multimercado;2021-11-22;
44.209.570/0001-61;2021-11-22;Fundo Multimercado;2021-11-22;
44.209.582/0001-96;2021-11-19;Fundo Multimercado;2021-11-19;
44.209.601/0001-84;2021-11-22;Fundo Multimercado;2021-11-22;
44.209.637/0001-68;2021-11-22;Fundo Multimercado;2021-11-22;
44.209.661/0001-05;2021-11-22;Fundo de Ações;2021-11-22;
44.209.678/0001-54;2021-11-19;Fundo de Ações;2021-11-19;
44.209.699/0001-70;2021-11-22;Fundo de Ações;2021-11-22;
44.209.723/0001-70;2021-11-22;Fundo Multimercado;2021-11-22;
44.209.755/0001-76;2021-12-14;Fundo de Ações;2021-12-14;
44.209.771/0001-69;2021-11-22;Fundo de Renda Fixa;2021-11-22;
44.209.797/0001-07;2021-11-22;Fundo Multimercado;2021-11-22;
44.211.652/0001-40;2021-12-03;Fundo Multimercado;2021-12-03;
44.211.698/0001-60;2021-12-22;Fundo Multimercado;2021-12-03;
44.211.736/0001-84;2022-02-04;Fundo Multimercado;2022-02-04;
44.211.770/0001-59;2021-12-10;Fundo Multimercado;2021-12-10;
44.211.808/0001-93;2021-12-22;Fundo Multimercado;2021-12-22;
44.211.851/0001-59;2021-12-23;Fundo de Renda Fixa;2021-12-23;
44.211.899/0001-67;2022-01-05;Fundo de Renda Fixa;2022-01-05;
44.211.924/0001-02;2022-01-12;Fundo de Renda Fixa;2022-01-12;
44.211.989/0001-58;2022-01-05;Fundo Multimercado;2022-01-05;
44.212.055/0001-30;2021-12-10;Fundo Multimercado;2021-12-10;
44.212.092/0001-49;2021-12-17;Fundo de Renda Fixa;2021-12-17;
44.212.217/0001-30;2022-01-05;Fundo de Renda Fixa;2022-01-05;
44.212.261/0001-40;2022-04-19;Fundo de Renda Fixa;2022-04-19;
44.212.301/0001-54;2022-04-19;Fundo de Renda Fixa;2022-04-19;2022-08-29
44.212.301/0001-54;2022-04-19;Fundo Multimercado;2022-08-29;
44.212.328/0001-47;2022-01-11;Fundo Multimercado;2022-01-11;
44.212.359/0001-06;2022-03-11;Fundo de Ações;2022-03-11;
44.212.382/0001-92;2021-12-07;Fundo de Renda Fixa;2021-12-07;
44.212.414/0001-50;2021-12-16;Fundo de Ações;2021-12-16;
44.212.441/0001-22;2021-12-16;Fundo de Ações;2021-12-16;
44.212.475/0001-17;2021-12-16;Fundo Multimercado;2021-12-16;
44.212.606/0001-66;2021-12-22;Fundo Multimercado;2021-12-16;
44.212.650/0001-76;2021-12-10;Fundo de Renda Fixa;2021-12-10;
44.212.682/0001-71;2021-12-23;Fundo de Ações;2021-12-21;
44.212.709/0001-26;2021-12-22;Fundo Multimercado;2021-12-22;
44.212.735/0001-54;2022-01-04;Fundo Multimercado;2022-01-04;
44.229.666/0001-91;2022-05-11;Fundo Multimercado;2022-05-11;
44.229.716/0001-30;2022-05-11;Fundo Multimercado;2022-05-11;
44.229.743/0001-03;2022-05-11;Fundo Multimercado;2022-05-11;
44.229.776/0001-53;2022-05-11;Fundo Multimercado;2022-05-11;
44.229.808/0001-10;2022-05-11;Fundo Multimercado;2022-05-11;
44.229.851/0001-86;2022-05-11;Fundo Multimercado;2022-05-11;
44.229.880/0001-48;2022-05-11;Fundo Multimercado;2022-05-11;
44.229.915/0001-49;2022-05-11;Fundo Multimercado;2022-05-11;
44.229.959/0001-79;2022-05-11;Fundo Multimercado;2022-05-11;
44.229.993/0001-43;2022-05-11;Fundo Multimercado;2022-05-11;
44.230.038/0001-26;2022-05-11;Fundo Multimercado;2022-05-11;
44.230.074/0001-90;2022-05-11;Fundo Multimercado;2022-05-11;
44.230.139/0001-05;2022-05-11;Fundo Multimercado;2022-05-11;
44.230.168/0001-69;2022-05-11;Fundo Multimercado;2022-05-11;
44.230.341/0001-29;2022-01-17;Fundo de Ações;2022-01-17;
44.230.379/0001-00;2022-01-18;Fundo de Ações;2022-01-18;
44.230.424/0001-18;2022-04-19;Fundo Multimercado;2022-04-19;
44.230.465/0001-04;2022-02-16;Fundo Multimercado;2022-02-16;
44.230.512/0001-10;2022-01-20;Fundo Multimercado;2022-01-20;
44.230.546/0001-04;2022-03-24;Fundo Multimercado;2022-03-24;
44.230.592/0001-03;2022-01-21;Fundo Multimercado;2022-01-21;
44.230.685/0001-38;2022-02-09;Fundo de Ações;2022-02-09;
44.230.764/0001-49;2022-02-08;Fundo Multimercado;2022-02-08;
44.230.805/0001-05;2022-02-03;Fundo de Ações;2022-02-03;
44.230.831/0001-25;2022-02-01;Fundo de Ações;2022-02-01;
44.230.868/0001-53;2022-02-14;Fundo de Renda Fixa;2022-02-14;
44.230.896/0001-70;2022-01-20;Fundo Multimercado;2022-01-20;
44.230.924/0001-50;2022-02-14;Fundo Multimercado;2022-02-14;
44.253.742/0001-02;2021-11-23;Fundo Multimercado;2021-11-23;
44.271.424/0001-66;2022-01-24;Fundo Multimercado;2022-01-24;
44.271.473/0001-07;2022-01-27;Fundo Multimercado;2022-01-27;
44.271.503/0001-77;2022-01-27;Fundo Multimercado;2022-01-27;
44.271.539/0001-50;2022-02-08;Fundo Multimercado;2022-02-08;
44.271.566/0001-23;2022-01-31;Fundo de Renda Fixa;2022-01-31;
44.271.594/0001-40;2022-02-21;Fundo de Ações;2022-02-21;2022-11-21
44.271.594/0001-40;2022-02-21;Fundo Multimercado;2022-11-21;
44.271.670/0001-18;2022-02-15;Fundo Multimercado;2022-02-15;
44.271.705/0001-19;2022-02-22;Fundo Multimercado;2022-02-22;
44.271.742/0001-27;2022-02-07;Fundo Multimercado;2022-02-07;
44.271.767/0001-20;2022-03-03;Fundo Multimercado;2022-03-03;
44.272.955/0001-73;2022-09-15;Fundo de Renda Fixa;2022-09-15;2022-09-30
44.272.955/0001-73;2022-09-15;Fundo Multimercado;2022-09-30;
44.272.994/0001-70;2022-09-15;Fundo de Renda Fixa;2022-09-15;
44.273.021/0001-56;2022-09-20;Fundo Multimercado;2022-09-20;
44.273.066/0001-20;2022-11-01;Fundo Multimercado;2022-11-01;
44.273.103/0001-09;2022-11-01;Fundo Multimercado;2022-11-01;
44.273.133/0001-07;2022-10-17;Fundo Multimercado;2022-10-17;
44.273.151/0001-99;2022-10-25;Fundo de Renda Fixa;2022-10-25;
44.273.447/0001-00;2022-04-13;Fundo Multimercado;2022-04-13;
44.273.501/0001-17;2022-02-02;Fundo Multimercado;2022-02-02;
44.273.536/0001-56;2022-04-26;Fundo de Renda Fixa;2022-04-26;
44.273.702/0001-14;2021-11-26;Fundo Multimercado;2021-11-26;
44.273.736/0001-09;2022-01-20;Fundo Cambial;2022-01-20;
44.273.776/0001-50;2021-12-20;Fundo de Renda Fixa;2021-12-20;
44.273.805/0001-84;2021-12-16;Fundo Multimercado;2021-12-16;
44.273.862/0001-63;2021-12-22;Fundo Multimercado;2021-12-22;
44.273.892/0001-70;2021-12-15;Fundo Multimercado;2021-12-15;
44.273.958/0001-21;2021-12-21;Fundo Multimercado;2021-12-21;
44.274.006/0001-22;2021-12-20;Fundo Multimercado;2021-12-20;
44.274.051/0001-87;2021-12-22;Fundo Multimercado;2021-12-22;
44.274.086/0001-16;2021-12-14;Fundo de Ações;2021-12-14;
44.282.066/0001-97;2022-01-05;Fundo Multimercado;2022-01-05;
44.283.966/0001-59;2022-01-11;Fundo Multimercado;2022-01-11;2022-01-28
44.283.966/0001-59;2022-01-11;Fundo de Ações;2022-01-28;2022-02-02
44.283.966/0001-59;2022-01-11;Fundo Multimercado;2022-02-02;
44.284.326/0001-63;2021-11-24;Fundo Multimercado;2021-11-24;
44.301.939/0001-61;2021-12-22;Fundo Multimercado;2021-12-22;
44.301.958/0001-98;2021-12-22;Fundo Multimercado;2021-12-22;
44.302.015/0001-80;2021-12-06;Fundo Multimercado;2021-12-06;
44.302.089/0001-16;2021-12-28;Fundo Multimercado;2021-12-28;
44.302.175/0001-29;2021-12-28;Fundo Multimercado;2021-12-28;
44.302.185/0001-64;2021-12-21;Fundo Multimercado;2021-12-21;
44.302.238/0001-47;2021-12-21;Fundo Multimercado;2021-12-21;
44.302.264/0001-75;2021-12-21;Fundo Multimercado;2021-12-21;
44.302.283/0001-00;2021-12-20;Fundo Multimercado;2021-12-20;
44.302.431/0001-88;2021-11-24;Fundo Multimercado;2021-11-24;
44.302.477/0001-05;2022-12-09;Fundo de Renda Fixa;2022-12-09;
44.302.505/0001-86;2022-12-09;Fundo de Renda Fixa;2022-12-09;
44.315.811/0001-57;2021-12-21;Fundo de Renda Fixa;2021-12-21;
44.315.818/0001-79;2021-12-22;Fundo de Ações;2021-12-22;
44.315.824/0001-26;2021-12-22;Fundo Multimercado;2021-12-22;
44.315.830/0001-83;2021-12-22;Fundo de Renda Fixa;2021-12-22;
44.315.838/0001-40;2021-12-22;Fundo Multimercado;2021-12-22;
44.315.842/0001-08;2021-12-23;Fundo Multimercado;2021-12-23;
44.315.854/0001-32;2021-12-23;Fundo de Renda Fixa;2021-12-23;
44.315.861/0001-34;2021-12-23;Fundo Multimercado;2021-12-23;
44.315.864/0001-78;2021-12-23;Fundo Multimercado;2021-12-23;
44.315.872/0001-14;2021-12-23;Fundo Multimercado;2021-12-23;
44.315.875/0001-58;2021-12-24;Fundo Multimercado;2021-12-24;
44.315.882/0001-50;2022-01-12;Fundo de Ações;2022-01-12;
44.315.891/0001-40;2022-01-17;Fundo de Renda Fixa;2022-01-17;
44.315.895/0001-29;2022-02-16;Fundo Multimercado;2022-02-16;
44.315.902/0001-92;2022-02-16;Fundo Multimercado;2022-02-16;
44.315.905/0001-26;2022-02-17;Fundo Multimercado;2022-02-17;
44.315.916/0001-06;2022-01-17;Fundo Multimercado;2022-01-17;
44.315.923/0001-08;2022-01-25;Fundo de Renda Fixa;2022-01-25;
44.315.932/0001-07;2022-01-27;Fundo de Renda Fixa;2022-01-27;
44.315.938/0001-76;2022-02-23;Fundo Multimercado;2022-02-23;
44.315.944/0001-23;2022-02-10;Fundo Multimercado;2022-02-10;
44.315.946/0001-12;2022-02-25;Fundo Multimercado;2022-02-25;
44.315.953/0001-14;2022-02-24;Fundo de Renda Fixa;2022-02-24;
44.329.609/0001-84;2022-01-21;Fundo Multimercado;2022-01-21;
44.338.297/0001-75;2022-02-17;Fundo Multimercado;2022-02-17;
44.338.619/0001-86;2022-02-21;Fundo de Ações;2022-02-21;
44.338.661/0001-05;2022-02-21;Fundo de Ações;2022-02-21;
44.338.702/0001-55;2022-01-31;Fundo de Ações;2022-01-31;
44.338.741/0001-52;2022-01-31;Fundo de Ações;2022-01-31;
44.339.483/0001-29;2022-02-18;Fundo de Ações;2022-02-18;
44.339.529/0001-00;2022-02-22;Fundo Multimercado;2022-02-22;
44.339.569/0001-51;2022-06-08;Fundo Multimercado;2022-06-08;
44.339.611/0001-34;2022-02-03;Fundo Multimercado;2022-02-03;
44.339.632/0001-50;2022-02-03;Fundo Multimercado;2022-02-03;
44.339.641/0001-40;2022-01-31;Fundo de Ações;2022-01-31;
44.339.674/0001-90;2022-01-31;Fundo de Ações;2022-01-31;
44.339.697/0001-03;2022-02-04;Fundo Multimercado;2022-02-04;
44.339.741/0001-77;2022-02-24;Fundo Multimercado;2022-02-24;
44.339.768/0001-60;2022-02-16;Fundo Multimercado;2022-02-16;
44.339.787/0001-96;2022-02-17;Fundo Multimercado;2022-02-17;
44.339.838/0001-80;2022-03-04;Fundo Multimercado;2022-03-04;
44.339.970/0001-91;2022-03-25;Fundo Multimercado;2022-03-25;
44.340.001/0001-50;2022-04-11;Fundo Multimercado;2022-04-11;
44.340.011/0001-96;2022-02-18;Fundo Multimercado;2022-02-18;
44.340.026/0001-54;2022-02-11;Fundo de Renda Fixa;2022-02-11;
44.340.069/0001-30;2022-03-04;Fundo Multimercado;2022-03-04;
44.340.091/0001-80;2022-03-11;Fundo de Ações;2022-03-11;
44.340.104/0001-10;2022-03-30;Fundo Multimercado;2022-03-30;
44.340.134/0001-27;2022-07-14;Fundo Multimercado;2022-07-14;
44.345.406/0001-81;2021-12-28;Fundo Multimercado;2021-12-28;
44.345.433/0001-54;2022-01-03;Fundo Multimercado;2022-01-03;
44.345.473/0001-04;2022-01-27;Fundo de Renda Fixa;2022-01-27;
44.345.498/0001-08;2022-01-06;Fundo Multimercado;2022-01-05;
44.345.532/0001-36;2022-01-27;Fundo de Renda Fixa;2022-01-27;
44.345.564/0001-31;2022-02-01;Fundo Multimercado;2022-02-01;
44.345.590/0001-60;2022-01-19;Fundo de Renda Fixa;2022-01-19;
44.345.625/0001-60;2022-01-17;Fundo Multimercado;2022-01-17;
44.345.648/0001-75;2022-01-17;Fundo Multimercado;2022-01-17;
44.346.770/0001-66;2021-12-22;Fundo Multimercado;2021-12-22;
44.346.802/0001-23;2021-11-25;Fundo Multimercado;2021-11-25;
44.346.844/0001-64;2021-12-14;Fundo Multimercado;2021-12-14;
44.346.871/0001-37;2022-02-08;Fundo de Ações;2022-02-08;
44.346.897/0001-85;2021-11-25;Fundo de Ações;2021-11-25;
44.346.935/0001-08;2022-03-18;Fundo Multimercado;2022-03-18;
44.346.960/0001-83;2021-11-25;Fundo de Ações;2021-11-25;
44.347.000/0001-38;2021-12-09;Fundo de Ações;2021-12-09;
44.347.035/0001-77;2022-01-31;Fundo de Ações;2022-01-31;
44.347.062/0001-40;2022-01-31;Fundo de Ações;2022-01-31;2022-02-15
44.347.062/0001-40;2022-01-31;Fundo de Ações;2022-02-15;
44.347.093/0001-09;2022-01-31;Fundo de Ações;2022-01-31;
44.347.118/0001-66;2021-11-25;Fundo Multimercado;2021-11-25;
44.347.157/0001-63;2022-01-31;Fundo de Ações;2022-01-31;
44.347.187/0001-70;2022-01-31;Fundo de Ações;2022-01-31;
44.347.220/0001-61;2021-11-26;Fundo Multimercado;2021-11-26;
44.347.248/0001-07;2021-11-25;Fundo Multimercado;2021-11-25;
44.347.285/0001-07;2022-02-15;Fundo Multimercado;2022-02-15;
44.347.311/0001-05;2021-11-26;Fundo Multimercado;2021-11-26;
44.347.369/0001-40;2021-11-26;Fundo Multimercado;2021-11-26;
44.347.394/0001-24;2021-12-14;Fundo de Renda Fixa;2021-12-14;
44.347.414/0001-67;2021-12-02;Fundo de Renda Fixa;2021-12-02;
44.347.431/0001-02;2021-12-14;Fundo Multimercado;2021-12-14;
44.347.468/0001-22;2021-12-09;Fundo de Ações;2021-12-09;
44.347.517/0001-27;2021-12-02;Fundo Multimercado;2021-12-02;
44.360.195/0001-56;2021-12-28;Fundo de Ações;2021-12-27;
44.360.244/0001-50;2021-12-22;Fundo de Ações;2021-12-09;
44.360.271/0001-23;2021-12-01;Fundo Multimercado;2021-12-01;
44.360.319/0001-01;2021-12-01;Fundo de Renda Fixa;2021-12-01;
44.360.367/0001-91;2021-11-30;Fundo de Ações;2021-11-30;
44.360.392/0001-75;2022-07-15;Fundo Multimercado;2022-07-14;
44.360.639/0001-53;2022-06-14;Fundo Multimercado;2022-06-14;
44.360.670/0001-94;2022-04-13;FMP-FGTS;2022-04-13;
44.360.807/0001-00;2022-05-18;Fundo Multimercado;2022-05-18;
44.360.870/0001-47;2022-05-18;Fundo Multimercado;2022-05-18;
44.360.905/0001-48;2022-05-18;Fundo Multimercado;2022-05-18;
44.360.935/0001-54;2022-05-18;Fundo Multimercado;2022-05-18;
44.360.975/0001-04;2022-05-18;Fundo Multimercado;2022-05-18;
44.361.021/0001-08;2022-05-18;Fundo Multimercado;2022-05-18;2022-10-31
44.361.021/0001-08;2022-05-18;Fundo de Renda Fixa;2022-10-31;
44.361.047/0001-56;2022-05-18;Fundo Multimercado;2022-05-18;2022-10-25
44.361.047/0001-56;2022-05-18;Fundo de Ações;2022-10-25;2022-11-28
44.361.047/0001-56;2022-05-18;Fundo Multimercado;2022-11-28;
44.361.086/0001-53;2022-05-18;Fundo Multimercado;2022-05-18;
44.361.134/0001-03;2022-05-18;Fundo de Renda Fixa;2022-05-18;
44.361.184/0001-90;2022-05-18;Fundo Multimercado;2022-05-18;
44.361.220/0001-16;2022-05-11;Fundo Multimercado;2022-05-11;
44.369.996/0001-82;2021-12-02;Fundo de Ações;2021-12-02;
44.370.022/0001-19;2021-12-02;Fundo Multimercado;2021-12-02;
